X,Y,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,Tier,SiteType,Status,Location,Military,Comment,FacilityOrder,FacilityDate,GlobalID,SiteBackground,DrinkingWaterInformation,AnticipatedActivities,OBJECTID
759444.3509,233440.8945,Selfridge ANGB,Macomb County,"No address - ANG base
",Harrison Charter Township,48045,Military,Yes,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/selfridge-air-national-guard-base-angb,-82.83496906,42.60713708,1,Site,Final,Harrison Township,Yes,,,2018/10/29 00:00:00+00,{4762E904-9DDA-449C-BB60-2E32AC20434E},,,,32
608960.0729,305400.806,Ithaca Sanitary Landfill,Gratiot County,West Washington Road,Ithaca,48847,Landfill,Yes,Jessica Tashman,TashmanJ@Michigan.gov,517-245-3931,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/gratiot-county/ithaca-sanitary-landfill,-84.65502208,43.29165207,3,Site,Final,Ithaca,No,,,2018/10/29 00:00:00+00,{9DB5C63B-753F-4B21-A743-9F8F77D5344D},,,,33
631341.2892,190481.7919,Michner Plating - Mechanic Street,Jackson County,506 North Mechanic Street,Jackson,48912,Plating,No,Shelby Bahaw,BahawS@Michigan.gov,517-388-4899,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/michner-plating,-84.406515,42.253322,2,Site,Final,Jackson,No,,,2018/12/12 00:00:00+00,{8995B3B4-1DDE-4E3E-B937-4437176CA660},,,,34
711829.3931,206222.0815,RACER Eckles Road,Wayne County,"12950 Eckles Road
",Livonia,48150,Industrial,No,Sam Cairns,CairnsS2@Michigan.gov,517-898-4058,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/racer-12950-eckles-rd,-83.42534,42.37688,2,Site,Final,Livonia,No,,,2018/12/12 00:00:00+00,{65F61527-29FE-4BD6-B7D5-29365C2D017A},,,,35
682296.2197,271337.7748,Flint Bishop International Airport Landfill,Genesee County,G-3425 West Bristol Road,Flint,48507,Landfill,Yes,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/city-of-flint-landfill-at-bishop-international-airport,-83.76265803,42.97068965,3,Site,Final,Flint,No,,,2019/01/17 00:00:00+00,{61BB8D5F-27E2-4F29-847F-062A87F6867F},,,,36
538688.3946,259585.7363,Gerald R. Ford International Airport,Kent County,"5500 44th Street SW
",Grand Rapids,49512,Airport,Yes,Brent Ritchie,Ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/gerald-r-ford-international-airport,-85.524636,42.88618,1,Site,Final,Grand Rapids,No,,,2019/01/17 00:00:00+00,{290AB870-A6DE-46EF-9D78-00EE8FDB9BCB},,,,37
565820.1931,264777.1596,Lacks Industries - Saranac,Ionia County,6138 Riverside Drive,Saranac,48881,Plating,Yes,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/lacks-industries-saranac,-85.191771,42.9309781,2,Site,Final,Saranac,No,,,2019/01/17 00:00:00+00,{531E01B2-6B84-4C6A-83BA-5D205CB50C6A},,,,38
669415.8345,230139.4225,Diamond Chrome Plating,Livingston County,604 S. Michigan Avenue,Howell,48843,Plating,Yes,Emily Peabody,PeabodyE@Michigan.gov,517-388-5719,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/diamond-chrome-plating-dcp,-83.933129,42.602822,1,Site,Final,Howell,No,,,2019/01/17 00:00:00+00,{FE7C53E7-04C3-47FC-9E3A-F6CCBAC6AB60},,,,39
610391.1091,315101.6633,MRP (former Total Petroleum Refinery),Gratiot County,1610 East Superior Street,Alma,48801,Refinery,Yes,Marc Messina,MessinaM@Michigan.gov,517-219-2394,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/gratiot-county/mrp-properties,-84.6354,43.37878,2,Site,Final,Alma,No,,,2019/02/15 00:00:00+00,{0B2A154F-E4E2-4BDE-B8C8-4D6200AA82B9},,,,40
557004.9354,233367.3499,Viking Corporation,Barry County,210 North Industrial Park Drive,Hastings,49058,Fire Related,No,Lynn Gosson,gossonl@michigan.gov,989-225-0161,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/viking-corporation,-85.303125,42.648879,2,Site,Final,Hastings,No,,,2019/02/15 00:00:00+00,{1847FB7C-493B-40AF-BD26-17CD37541B40},,,,41
682964.2397,181328.5501,Washtenaw Industrial Facility LLC (former Universal Die Cast),Washtenaw County,232 and 290 Monroe Street,Saline,48176,Plating,Yes,Sam Cairns,cairnss2@michigan.gov,517-898-4058,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/washtenaw-industrial-facility,-83.78386,42.16024,2,Site,Final,Saline,No,,,2019/02/15 00:00:00+00,{ED2AB400-970C-4B63-94F4-B371A3C02FB4},,,,42
787387.7148,282941.6559,Fort Gratiot Landfill,St. Clair County,3290 Keewahdin Road,Fort Gratiot Township,48059,Landfill,Yes,Emily Ebaugh,EbaughE@Michigan.gov,586-255-2935,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-clair-county/fort-gratiot-landfill,-82.469256,43.042372,1,Site,Final,Fort Gratiot Township,No,,,2019/02/28 00:00:00+00,{9C4EDAFA-7B82-44BD-80BA-BDD277FEF1B0},,,,43
736786.7156,215925.8791,MacDermind Inc.,Oakland County,1221 Farrow Street,Ferndale,48220,Industrial,No,Tianna Kilgore,KilgoreT@Michigan.gov,517-230-4395,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/macdermid-inc,-83.11834,42.45689,4,Site,Final,Ferndale,No,,,2019/02/28 00:00:00+00,{89C79D76-6385-4878-938C-AF776C1009A3},,,,44
482934.455,296052.939,"MAHLE Engine Components, USA, Inc. - Former Harvey Street Muskegon Plant",Muskegon County,2051 South Harvey Street,Muskegon,49444,Industrial,N/A,Peter Van Heest,VanHeestP@Michigan.gov ,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/mahle-engine-components,-86.20833,43.21548,2,Site,Final,Muskegon,No,,,2019/02/28 00:00:00+00,{547776CF-528D-433D-BB65-C1F48B64E819},,,,45
738655.3966,198858.4362,Gordie Howe International Bridge,Wayne County,Livernois Ave and W. Jefferson Ave,Detroit,48209,Industrial,No,Erik Gurshaw,GurshawE@Michigan.gov,586-291-3418,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/gordie-howe-international-bridge,-83.102806,42.302707,4,Site,Final,Detroit,No,,,2019/04/04 00:00:00+00,{43648D48-8CE5-4031-817A-3521A88C8AB6},,,,46
605807.734,460203.1451,Camp Grayling – MATES at Range 30,Crawford County,2450 W. North Down River Rd,Grayling,49738,Military,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/crawford-county/camp-grayling-mates,-84.66273437,44.6856673,1,Site,Final,Grayling,Yes,,,2019/04/04 00:00:00+00,{A7D063FA-6247-484B-AD75-AA4B0ADB295B},,,,47
493324.8675,245600.9255,636 40th Street East ,Allegan County,636 East 40th Street,Holland,49423,Industrial,Yes,Ray Spaulding,SpauldingR1@Michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/636-40th-street-east,-86.080007,42.761355,2,Site,Final,Holland,No,,,2019/04/04 00:00:00+00,{2235AC38-BC98-42B0-9C29-6A2D50714F5B},,,,48
684525.3367,183060.6719,Ford Motor Company – Saline Plant,Washtenaw County,7700 Michigan Avenue,Saline,48176,Industrial,No,Nicole Sanabria,SanabriaN@Michigan.gov,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/ford-saline-plant,-83.76441,42.17546,2,Site,Final,Saline,No,,,2019/05/16 00:00:00+00,{93A20641-1FFB-43BF-9642-FFF9A817A65B},,,,49
521984.574,262062.0224,Electro Chemical Finishing - Remico,Kent County,2610 Remico Street SW,Wyoming,49519,Plating,N/A,Brent Ritchie,ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/electro-chemical-finishing-remico,-85.72907,42.909196,2,Site,Final,Wyoming,No,,,2019/05/16 00:00:00+00,{75450026-9542-4715-AD46-1F627C27BBDD},,,,50
481739.9147,294891.7628,Peerless Plating,Muskegon County,2554 Getty Avenue,Muskegon,49444,Plating,No,Nicolas Dawson,DawsonN1@Michigan.gov ,517-897-0912,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/peerless-plating,-86.223,43.205,2,Site,Final,Muskegon Charter Township,No,,,2019/05/17 00:00:00+00,{3C480C77-DDEC-4400-B7FA-5FFCD43CF392},,,,51
708063.6713,442649.7253,Oscoda Township Dump,Iosco County,Kings Corner Road,Oscoda ,48750,Landfill,Yes,Megan Berry,BerryM5@Michigan.gov,989-295-3877,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/iosco-county/oscoda-area,-83.38028336,44.50543233,1,Site,Final,Oscoda Township,No,,,2019/05/30 00:00:00+00,{47B093CC-C341-44AA-9913-B38E924DEE3D},,,,52
554650.317,279521.147,Ashley Avenue Disposal Area,Kent County,Corner of Ashley Ave and 6 Mile Rd,Grattan,48809,Landfill,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/ashley-avenue-disposal-area,-85.32714363,43.06466081,3,Site,Final,Belding,No,,,2019/06/13 00:00:00+00,{6736FCF6-3E2C-4BC6-A831-1B3B370B81AA},,,,53
545228.3187,162623.4139,Lear Siegler Inc.,St. Joseph County,236 West Clark Street,Mendon,49072,Industrial,Yes,Pablo Mora,MoraP@Michigan.gov,269-910-0136,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/st-joseph-county/lear-siegler-inc,-85.452788,42.012649,2,Site,Final,Mendon,No,,,2019/06/13 00:00:00+00,{56878B82-2E8E-4607-8A09-A6FB64EF9DA6},,,,54
700149.144,190299.1529,RACER Willow Run,Washtenaw County,2930 Ecorse Rd,Ypsilanti,48198,Industrial,No,Ashley Lesser,LesserA@Michigan.gov,517-285-6324,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/racer-willow-run,-83.572771,42.236694,2,Site,Final,Ypsilanti,No,,,2019/06/13 00:00:00+00,{10AC55F1-8F0F-4688-A583-552F55C365D6},,,,55
493160.3546,270651.0922,120th Avenue Area,Ottawa County,Area around Robinson Elementary School,Grand Haven,49417,Fire Related,Yes,Kelly Moss,MossK@michigan.gov,616-215-4588,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ottawa-county/120th-avenue-area,-86.08222,42.986905,2,Site,Final,Grand Haven,No,,,2019/06/13 00:00:00+00,{96263C54-C829-4EB4-90D1-F2E22030A3F0},,,,56
683851.3975,220609.8211,Thermofil,Livingston County,6150 Whitmore Lake Road,Brighton,48116,Industrial,Yes,Emily Peabody,PeabodyE@Michigan.gov,517-388-5719,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/thermofil,-83.760346,42.513666,1,Site,Final,Green Oaks Township,No,,,2019/07/01 00:00:00+00,{D93FD7F6-2019-4DE2-8371-0FB4D95F7138},,,,57
535895.0683,279181.6534,Northeast Gravel,Kent County,3769 Cannonsburg Road NE,Belmont,49306,Landfill,Yes,Karen Vorce,VorceK@Michigan.gov,616-439-8008,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/northeast-gravel,-85.5575,43.06277778,1,Site,Final,Belmont,No,,,2019/07/01 00:00:00+00,{79AF20C2-FE4B-4238-BD3A-A034045C5CF1},,,,58
525292.5555,264908.9868,BASF Corporation – Inmont Division,Kent County,836 Chicago Drive SW,Wyoming,49519,Industrial,No,Brent Ritchie,ritchieb1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/basf-corporation-inmont-division,-85.688408,42.934718,2,Site,Final,Wyoming,No,,,2019/07/01 00:00:00+00,{C6CADE28-8841-4C8D-9D37-C030B24588B9},,,,59
485668.8126,183375.562,Du-Wel Metals,Van Buren County,520 Heywood Street,Hartford,49057,Plating,Yes,Ray Spaulding,SpauldingR1@Michigan.gov ,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/du-wel-metals,-86.172332,42.201002,2,Site,Final,Hartford,"No
",,,2019/07/02 00:00:00+00,{A33907F8-17AB-4036-972B-E800B36AF961},,,,60
482469.3574,295415.3538,Former ESCO,Muskegon County,1221 E. Barney,Muskegon,49444,Industrial ,No,Peter Van Heest,VanHeestP@Michigan.gov,616-439-8019,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-esco,-86.21404,43.20973,3,Site,Final,Muskegon,No,,,2019/08/01 00:00:00+00,{DE4B138E-638A-4193-BF7E-786D2E29A19C},,,,61
583447.3526,337843.4226,Isabella County Landfill,Isabella County,West Tomah Road,Mount Pleasant,48858,Landfill,No,Lori Babcock,BabcockL4@Michigan.gov,989-460-7352 ,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/isabella-county/isabella-county-landfill,-84.964439,43.587081,2,Site,Final,Deerfield Township,No,,,2019/08/15 00:00:00+00,{89D07096-05FC-47CB-819F-304F38752B58},,,,62
603645.6999,247644.1157,"Grand Ledge Army Aviation Support
Facility and Armory Site",Clinton County,10600 W. Eaton Highway,Grand Ledge,48837,Military,Yes,Kim Sakowski,SakowskiK@Michigan.gov,517-582-2219,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clinton-county/grand-ledge-armory,-84.73151667,42.772375,2,Site,Final,Grand Ledge,Yes,,,2019/09/06 00:00:00+00,{FFBDD26B-82D1-4531-A36B-9331E7BC7BFF},,,,63
498505.778,298440.6808,Muskegon County Landfill Type II,Muskegon County,9366 Apple Ave,Ravenna,49451,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/muskegon-county-landfill-type-ii,-86.01664,43.237135,2,Site,Final,Ravenna,No,,,2019/09/24 00:00:00+00,{B90024FD-8586-4A3D-BEE4-2D9CFC7232C7},,,,64
566435.0361,283881.9232,Pitsch Sanitary Landfill,Ionia County,7905 Johnson Road,Belding,48809,Landfill,No,Kent Walters,WaltersK7@Michigan.gov ,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/pitsch-sanitary-landfill,-85.18187,43.102954,2,Site,Final,Belding,No,,,2019/10/10 00:00:00+00,{289CBC41-F61E-454F-953B-4E27F0E42CE1},,,,65
